,author,author_link,text,date,likes,comments,shares,theme
97,Ingrid AHOUISSOU,https://www.linkedin.com/in/ingridahouissou?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACDymLkB1zzwq6GprOJyiwD82aUvfT_F8Tg,"Cela n’aurait jamais été possible sansMon intérêt constant pour les packshots Si tu me suis depuis plus d’un an,Tu as certainement remarqué, au fil de mes publications, à quel point les présentations de produits me passionnent.J'en ai réalisé pour des clients 👇 : https://lnkd.in/eNZNmiqeJ'en ai réalisé lors de divers challenges 👇 : https://lnkd.in/eSS94sNbJ'en ai créé dans des tutoriels 👇 : https://lnkd.in/esag-9EdJ'en ai produit avec mes étudiants pendant mes formations 👇 : https://lnkd.in/eH4Q2SZTDerrière tout ça, se cache une grosse passion pour présentations des packshots.Lors d'une récente mission à SOBEBRA , j'ai eu l’opportunité de travailler sur le lancement de leur nouvelle bière Awooyo, qui vient enrichir leur gamme de bières existantes.Le challenge était simple,Concevoir des visuels pour des affichages outdoor & indoor, tout en mettant en avant le produit pour un public de jeunes adultes matures.Une grosse satisfaction de voir mes créations affichées en grand !Et toi, quel a été le projet dont tu es le plus fier cette année ?",2024-11-26 12:00:00,95,52,4,tutoriel
98,Duval Peme,https://www.linkedin.com/in/duval-peme-?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAB_s8UEB6-alOoDZf99-4xOvBIxnl7rfIC4,"Un élément crucial dans le coeur de métier bancaire est la satisfaction client. Il est essentiel de capter la voix du client, la capacité à comprendre, analyser et répondre aux plaintes est une force pour les banques. Cela peut aller de l'amélioration des produits jusqu'à l’optimisation des processus internes. Je vous propose un tutoriel ce matin dans lequel, nous explorons comment Power BI peut transformer des données brutes de plaintes clients en insights stratégiques :1. Collecte et transformation des données : Importez et nettoyez vos données issues de systèmes de gestion de la relation client (CRM).2.Analyse des tendances : Identifiez les catégories de plaintes les plus fréquentes et les produits/services les plus concernés.3.Visualisation des réponses et délais : Suivez la réactivité des équipes, et évaluez la satisfaction post-réponse.4.Dashboard interactif : Créez un tableau de bord dynamique permettant aux responsables de surveiller en temps réel la gestion des plaintes et d’ajuster les priorités.Grâce à une approche data-driven, ce tutoriel vous aidera à transformer les retours clients en améliorations tangibles et à renforcer la fidélisation. hashtag#Data hashtag#PowerBI hashtag#Banque hashtag#RelationClient",2024-11-26 12:00:00,14,3,0,tutoriel
99,STORY | Mobsuccess Group,https://www.linkedin.com/company/story-success/posts,"🌟 Notre classement exclusif qui analyse les performances des marques françaises tout au long de l’année pour révéler celles qui ont le plus marqué la plateforme est disponible !En les examinant, nous avons déterminé 4 leviers de performance pour briller sur TikTok :🗣️ divertir et interagir avec leur audience💡 proposer des tutoriels et de l'aide au choix🏞️ produire des images suscitant de la fascination🏅 recourir à des personnalités (créateurs, sportifs) liées à une passionQuelles sont les marques qui ont su utiliser un (ou plusieurs !) de ces leviers pour se démarquer et séduire leurs communautés ? Quelles sont les bonnes pratiques à retenir pour votre stratégie 2025 ?Cliquez sur notre article pour découvrir le top 20 ! ✨𝘚𝘵𝘰𝘳𝘺, 𝘊𝘳𝘦𝘢𝘵𝘪𝘷𝘦 𝘊𝘰𝘯𝘵𝘦𝘯𝘵 𝘍𝘢𝘤𝘵𝘰𝘳𝘺 𝘥𝘶 𝘨𝘳𝘰𝘶𝘱𝘦 𝘔𝘰𝘣𝘚𝘶𝘤𝘤𝘦𝘴𝘴, 𝘷𝘰𝘶𝘴 𝘢𝘤𝘤𝘰𝘮𝘱𝘢𝘨𝘯𝘦 𝘴𝘶𝘳 𝘷𝘰𝘴 𝘴𝘵𝘳𝘢𝘵𝘦́𝘨𝘪𝘦𝘴 𝘦𝘵 𝘱𝘳𝘰𝘥𝘶𝘤𝘵𝘪𝘰𝘯𝘴 𝘥𝘦 𝘤𝘰𝘯𝘵𝘦𝘯𝘶𝘴, 𝘢𝘶 𝘴𝘦𝘳𝘷𝘪𝘤𝘦 𝘥𝘦 𝘭𝘢 𝘱𝘦𝘳𝘧𝘰𝘳𝘮𝘢𝘯𝘤𝘦.",2025-02-24 12:00:00,19,0,1,tutoriel
100,Romaric Amour HOUEHOUNHA,https://www.linkedin.com/in/rhouehounha29?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAFLixV0BB-xzgZgtAkiitmXnoVIhKmGjQqY,J’ai le plaisir de vous annoncer que j’ai obtenu une nouvelle certification : Tutoriel : planifier la gestion des aires protégées de IUCN-PAPACO (Programme on African Protected Areas and Conservation) !,2025-02-24 12:00:00,8,6,0,tutoriel
101,Kumullus,https://www.linkedin.com/company/kumullussmartconnectedvideo/posts,"Bonjour à tous ! Ici l'équipe Customer Office de Kumullus qui reprend le contrôle de ce fil d'actualité 👽📺Aujourd'hui, nous sortons le quatrième numéro de Kumullus News ! 📰Dans cette newsletter bimensuelle, vous retrouverez toutes les dernières évolutions fonctionnelles de la plateforme, nos futurs évènements, ainsi que toutes nos astuces et tutoriels pour vous aider à créer des modules de formation plus engageants.Abonnez-vous pour ne pas manquer les prochains numéros ! 🔔",2024-12-26 12:00:00,4,0,0,tutoriel
102,Alice Devès,https://www.linkedin.com/in/alice-dev%C3%A8s-8b2353134?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACDMkkYBYjFGAM06QGETrztlT8v3C7TehKk,"Je vous sollicite une dernière fois.Comme vous le savez, nous réaliserons notre 1er documentaire, et c'est l'avant-dernier jour pour voter afin de nous aider à le financer.Ce reportage retracera le parcours des personnes en situation de handicap, de l’enfance à la vieillesse. Il mettra en avant les défis quotidiens liés à l’éducation, l’insertion professionnelle, la vie sociale et l’accessibilité des services, ainsi que diverses initiatives.Le tutoriel se trouve ci-dessous.N'hésitez pas à partager ou à commenter si c'est fait, cela nous serait d'une grande aide !Pour rappel, Petite Mu est le 1ᵉʳ média qui sensibilise aux handicaps invisibles.hashtag#handicap hashtag#handicapinvisible",2024-11-26 12:00:00,314,49,83,tutoriel
103,Isabelle Nougier-Gallen 🖋️,https://www.linkedin.com/in/isabelle-nougier-gallen?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABc6IgQBYY1mkOti3X53Pb9tAtynn-bRoY0,"𝐅r𝐚g𝐦e𝐧t d'I𝐧s𝐭a𝐧t𝐬Un arrêt sur image.Des instants précieux, parfois fugaces, qui racontent l'entrepreneuriat sans artifice. Des moments qui résonnent en chacun de nous comme un écho à nos propres expériences.Pourquoi cette série ? Dans ce flux continu de ""how-to"" et de conseils, j'ai voulu partager quelque chose de différent. Des tranches de vie entrepreneuriales vraies, basées uniquement sur des situations et des expériences vécues.Ces fragments se veulent simples, comme une pause bienvenue. Un moment pour vous reconnecter à l'essentiel et vous rappeler que derrière chaque entreprise se cache une histoire humaine.Ni guides, ni tutoriels , ces brèves sont là comme des instantanés pour vous faire sourire, réfléchir, et peut-être vous reconnaître 😉 (car vous êtes mes modèles).Prenez une pause, ralentissez votre scroll, et plongez dans le premier Fragment d'Instants ✨",2025-02-24 12:00:00,12,11,0,tutoriel
104,Christ GUEDEGBE,https://www.linkedin.com/in/christ-guedegbe-6b3216341?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAFWjpWcBGyPKgUgqiFRuPGT2XBhbIN5Vyhk,"ANALYSE DES DONNEES EN TEMPS REEL DANS LE SECTEUR MEDICAL AVEC POWER BI.L'industrie de la santé est en pleine expansion, et la gestion des données médicales est plus cruciale que jamais. Avec l'énorme volume de données généré chaque jour, il est essentiel d'avoir des outils performants pour suivre et analyser ces informations en temps réel.J'ai récemment conçu un tableau de bord Power BI dédié aux urgences hospitalières, permettant de visualiser et d'analyser les tendances clés des patients. Ce dashboard est divisé en trois vues :🔹 Monthly View – Une vue mensuelle offrant un aperçu global du nombre de patients, du temps d'attente moyen, du taux de satisfaction, et des références vers d'autres départements.🔹 Consolidated View – Une analyse consolidée des données permettant d’identifier des tendances plus larges et d’optimiser les performances hospitalières.🔹 Patient Details – Une vue détaillée des patients pour mieux comprendre les profils et améliorer la prise en charge.📊Ce projet m'a vraiment plu dans le sens ou il etait un tantinet plus long que ceux en power bi que je fais d'habitude, et j'ai beaucoup buté sur des impasses,  mais à force de chercher je les ai résolus un à un. Aussi j'ai compris beaucoup de choses qui m'embrouillaient comme certaines formules DAX, la gestion des tables de dates, et bien d'autres. Je vous met le lien du fichier pbix et du fichier csv contenant les données en commentaires. 👇 Comment voyez-vous l’impact de la data dans le domaine médical ? Je suis curieux d’avoir vos retours en commentaires ! ⬇️Je tiens à remercier [Swapnjeet S] pour le contenu de sa chaîne YouTube, où il produit d'assez bons tutoriels en analyse de données d'ailleurs, qui m’a énormément aidé à réaliser ce projet ! hashtag#PowerBI hashtag#DataAnalytics hashtag#Santé hashtag#DataScience hashtag#BusinessIntelligence hashtag#Dashboard",2025-03-26 12:00:00,48,10,1,tutoriel
105,Afffect Media,https://www.linkedin.com/company/afffectmedia/posts,"Flash Marketing #7 : Les infos marketing de la semaine. 👇Au programme :1️⃣ Les 3 actualités des réseaux sociaux.2️⃣Un tutoriel pour utiliser les nouveaux outils pour les Reels Instagram.3️⃣2 outils indispensables pour créer des vidéos dynamiques.4️⃣Le podcast marketing à connaîtreEt pour ne pas manquer la prochaine newsletter, abonnez-vous : https://lnkd.in/evA_Cetshashtag#marketingdigital hashtag#communication hashtag#newsletter",2024-10-27 12:00:00,10,2,0,tutoriel
106,Géoffroy Ahossouhe,https://www.linkedin.com/in/g%C3%A9offroy-ahossouhe-98ba73282?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAETbaLsBGq6_P3UYMl38pOyyj9m4F9rGhpI,"Moi: Pourquoi tu ne crées plus de contenu? Le temps?Lui: Il y a le temps, mais pas uniquement ça. Sur Facebook, je continue de publier des posts. Mais sur LinkedIn principalement, c'est parce que je ne sais pas encore comment on fait les carrousels.Alors, des contenus qui peuvent nous apporter de la valeur restent hors ligne à cause du manque de simples guides. (Le temps, on le sait déjà 😅)📍 Un carrousel, c'est un document, une présentation, permettant aux membres de défiler horizontalement pour lire ou visualiser.📍 Carrousel est un format de contenu adapté pour:👉🏽 Guides pratiques ou tutoriels : Présenter des étapes claires et visuelles pour expliquer un processus ou une méthode (comme ici).👉🏽 Études de cas : Montrer les résultats d'un projet ou d'une campagne avec des données et des visuels.👉🏽 Résumés d'événements ou de conférences : Synthétiser les points clés d'un événement ou d'une présentation.👉🏽 Conseils ou astuces : Partager des listes d'astuces ou de recommandations de manière engageante.👉🏽 Lancements de produits ou services : Mettre en avant les caractéristiques et avantages d'un produit ou service.📍 Vos documents Word et PowerPoint sont bien des carrousels.Pour des designs plus avancés, des logiciels comme Canva sont souvent utilisés.C'est aussi un format dont la conception demande du temps📍 Découvrez ci-dessous 👇🏽 comment publier votre carrou sur LinkedIn.Partagez ce poste avec votre réseau !",2025-03-26 12:00:00,31,15,1,tutoriel
107,Alice Devès,https://www.linkedin.com/in/alice-dev%C3%A8s-8b2353134?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACDMkkYBYjFGAM06QGETrztlT8v3C7TehKk,"Il nous reste 6 heures pour trouver plus de 100 personnes qui voteront pour nous.Nous réalisons un documentaire qui représente un coût important, et en participant au Challenge Inclusion du Groupe APICIL, nous avons l’opportunité de récolter une partie de notre financement.Voici le tutoriel pour voter ⬇ Lien en premier commentaire.Faite aussi voter votre entourage 😍 hashtag#handicap hashtag#handicapinvisible",2024-11-26 12:00:00,128,30,39,tutoriel
108,Yannick SELENGUENDE DZONGO,https://www.linkedin.com/in/dsyann?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAB8B7YIBa-i7jnJ4CoPgpx7FLM4ohUJfVu0,"Il m'a été donné de constater recemment lors d'une discussion avec quelques cadres d'administrations, que ces derniers ignoraient que l'on peut utiliserun (1) seul serveur Exchange (ou ferme de serveurs Exchange) pour plusieurs entités (ministère, direction générale, faculté d'une université, filiale d'une entreprise...). D'où ce petit tutoriel afin d'aider ces differentes DSI pour la mutualisation des ressources dans le but de disposer d'une messagerie commune, limitant frais, surfaces d'attaques et ressources d'administration...hashtag#exchange hashtag#multi hashtag#domain hashtag#authoritative",2025-01-25 12:00:00,7,0,1,tutoriel
109,Tundé GOUNON,https://www.linkedin.com/in/tunde-gounon?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADkZx5UBrXD4MbWlHE3llKzTzVnqvR9NiTg,"Salut cher réseau,Oui, je sais, j'ai disparu… Cela fait presque un an que je n'ai rien posté ici, et je reviens vous donner de mes nouvelles. 😅Depuis mon dernier post, beaucoup de choses ont changé. J'ai progressé sur Next.js, et aujourd'hui je me sens à l'aise avec ce framework. J'ai aussi plongé dans l'univers de Django et appris à concevoir des API robustes. C’est incroyable tout ce que j’ai pu apprendre. 💻✨Mais ce n’est pas tout ! J'ai décidé de me lancer sérieusement dans la création de contenu, un domaine qui me passionne vraiment. J’ai toujours eu envie de partager mes connaissances et mes découvertes avec la communauté, et je trouve que c’est maintenant le bon moment. Je travaille sur des vidéos, des articles, et des tutoriels pour aider d’autres développeurs, ou simplement partager ce que j’ai appris au fil des mois. 📹✍️J’ai beaucoup de choses intéressantes à partager : des outils que j’utilise au quotidien, des projets sur lesquels je travaille, des astuces de développement, et peut-être même quelques réflexions sur l’évolution du développement web et des technologies.Je suis vraiment content de revenir ici et de pouvoir échanger avec vous. À très bientôt !💡",2024-12-26 12:00:00,17,2,0,tutoriel
110,Abigaël Hounsou,https://www.linkedin.com/in/abiga%C3%ABl-hounsou-0a4875229?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADlCSTwBGD7gJIiDzVEy96is3XsW6gzs_4E,"🎨 Le tutoriel que j'ai trouvé sur YouTube s'est avéré être un véritable casse-tête ! Dans ma quête de perfectionnement en web design, j’ai décidé de suivre un tutoriel YouTube sur la création d'une landing page. Ce qui semblait simple au départ s'est rapidement transformé en un défi excitant… et j’ai appris bien plus que prévu ! 🙃Alors, quels ont été mes principaux défis ?💡 Premier défi : Trouver exactement les images utilisées dans le tutoriel. Un vrai casse-tête !💡 Deuxième défi : L'interface de Figma dans la vidéo était différente de la mienne, ce qui m’a obligée à improviser pour m’adapter à la version que j’utilise.Mais comme toujours, chaque obstacle est une occasion d’apprendre !Voici ce que j’ai appris :🔹 Créer une grille de mise en page pour une structure solide🔹 Ajouter des vagues dynamiques avec le plugin « Wave&Cuve »🔹 Maîtriser les palettes de couleurs, y compris les dégradés et les styles personnalisés🔹 Insérer des avatars grâce au plugin « User Profile »🔹 Créer des masques pour fluidifier le designMalgré les obstacles, chaque difficulté m'a permis de progresser et de repousser mes limites ! 💪 Je suis maintenant plus confiante dans mes compétences et prête à appliquer ce que j’ai appris à mes prochains projets.Voici le design que j’ai créé, inspiré par le tutoriel. En bas, vous trouverez le modèle du tutoriel pour mieux comprendre le processus. J’aimerais beaucoup savoir ce que vous en pensez !Si vous avez des conseils pour gérer les différences d’interface dans les tutoriels ou pour trouver des images spécifiques, je suis preneuse ! 😊👋 À propos de moi :Je suis Abigaël Hounsou, mais vous pouvez m’appeler Gaby ! Passionnée par le design et le numérique, je suis toujours à la recherche de nouveaux défis pour développer mes compétences. Actuellement, je suis Content Manager à l'ANDF, où je gère des projets de rédaction, de graphisme, et de gestion de contenu. Curieuse et avide de nouvelles opportunités créatives, je me forme activement dans le domaine du web design pour élargir mon expertise.hashtag#WebDesign hashtag#Figma hashtag#DéveloppementPersonnel hashtag#Apprentissage hashtag#Créativité hashtag#Design hashtag#Défis",2025-01-25 12:00:00,32,6,0,tutoriel
111,Mendel GBEKOU💫,https://www.linkedin.com/in/mendel-gbekou%F0%9F%92%AB-4593b9322?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAFGSvkUBIpioCZJzVNU7y1cG2AIbiIjJYyI,"ON VA FAIRE UN TRUC DE DINGUE.Moi-même, je ne m’y attendais pas.Mais on va le faire.Et j’espère tenir le coup.Créer du contenu 100% IA, tout en étant indétectable ?C’est tout un art.➡️ Il faut déjà se connaître soi-même.Parce que si toi-même, tu es flou, l’IA le sera encore plus.➡️ Il faut nourrir l’IA.Lui donner des données précises, du style, du contexte, de la matière.Sinon, elle te pondra du générique fade que même un stagiaire refuserait de signer.➡️ Il faut maîtriser l’art des prompts.Savoir quoi demander, comment le formuler, et laisser l’IA faire la magie en 15 secondes.Et c’est exactement ce qu’on va apprendre ensemble.COMMENT ON S’Y PREND ?Ce matin, je vous ai posé la question.Vous avez répondu.Et verdict ? On prend TOUTES les options.Mais il faut bien commencer quelque part.➡️ Phase 1 : Les posts écrits.On va découper le processus en séquences, ici même.Et en fonction de votre engagement, on passera à la suite.➡️ Phase 2 : La session live.Si vous jouez le jeu et que vous appliquez, on passe à la pratique en direct.Là, je vous balance les vraies pépites pour que vous sortiez blindés de techniques.➡️ Phase 3 : Les tutoriels.Si j’arrive à vaincre mon duel avec la caméra, on fera des vidéos.(On en reparlera avec mes collaborateurs.) TOUJOURS CHAUD POUR LA SUITE ?Si t’es toujours dans le game,fais-le-moi savoir.Je suis Mendel GBEKOU💫 , ton Social Media Manager 🤗. On se retrouve au sommet.hashtag#LinkedInFamilyChallenge hashtag#BrillerSurLinkedInEn30Jours",2025-03-26 12:00:00,22,16,0,tutoriel
112,Alhadji Ali Garba,https://www.linkedin.com/in/alhadji-ali-garba-19a815243?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADx0g8YBqV9eHBqDv7K04mgUDO1HKMr6McE,N/A,2025-02-24 12:00:00,0,0,0,tutoriel
113,Shamy GOUNON (im_nyonu),https://www.linkedin.com/in/shamy-gounon-im-nyonu-5a466a233?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADpL5MwBrl6mbau3Jm0zXavPEC7zdvKBZnA,"""Quand l'élève est prêt, le maître apparaît.""Ça vous dit quelque chose? Non ? Bah, suivez mon regard...Hello, je m'appelle Shamy GOUNON, et vous venez de lire la plus grande leçon que 2024 m'a apprise… de force.J'ai toujours été quelqu’un qui apprend vite, sans grande difficulté. Enfin... Jusqu'à l'année dernière.En voulant explorer de nouveaux domaines professionnels, j’ai plongé tête baissée dans des cours et tutoriels en ligne, sans demander d'aide ni même considérer les aînés autour de moi.Résultat : échecs, découragement, déception… et ainsi de suite, jusqu'à ce que je comprenne.Non, je ne suis pas nulle.Non, je ne suis pas bête. J'avais juste oublié un élément clé : si j'avais toujours excellé jusque-là, c'était parce que j’avais de bons professeurs et, surtout, parce que j’étais dans la bonne disposition pour les écouter.C’est alors que cette phrase, entendue quelques mois plus tôt, a pris tout son sens : ""Quand l’élève est prêt, le maître apparaît.""Depuis ce jour, c’est devenu mon mantra.Mon conseil pour vous ?👉 Ne sous-estimez jamais l'importance d’un accompagnement.👉 Mettez-vous toujours dans la bonne disposition pour apprendre.Et vous, avez-vous déjà vécu une expérience similaire ?",2025-02-24 12:00:00,45,6,1,tutoriel
114,Marie(-Eve) Plamondon,https://www.linkedin.com/in/marieplamondon?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACFA0Q4B_CwAbZSNRc8xieoRGGcnNQuUJx4,"🚨 On ne t’a jamais vraiment appris le marketing numérique.Tu as peut-être suivi des formations.Tu as pris des notes.Tu as regardé des tutoriels.Mais soyons honnêtes… est-ce que tu sais réellement quoi faire maintenant?💭 Comment structurer tes actions?💭 Comment savoir si tu fais les bonnes choses?💭 Comment éviter de perdre du temps sur des stratégies qui ne mènent à rien?Si tu ressens encore le syndrome du ""je ne suis pas sûr·e que c’est bon"", ce n’est pas de ta faute.C’est parce que les formations en marketing numérique sont conçues à l’envers. J’explique pourquoi ici .👇",2025-02-24 12:00:00,4,0,0,tutoriel
115,Idealis Consulting,https://www.linkedin.com/company/idealis-consulting/posts,"🎬 Nouvelle vidéo : ""Conformité aux bonnes pratiques de fabrication (GMP)"" 🛡️ Assurez la conformité et la sécurité de vos productions avec Smart Biotech ! Dans notre nouveau tutoriel, découvrez comment éviter les risques de mélange de lots dans un même composant, garantissant ainsi le respect total des bonnes pratiques de fabrication (GMP) pour une qualité optimale.Pour en savoir plus sur Smart Biotech et ses fonctionnalités, visitez notre site web : https://lnkd.in/eC3uhAHf ou inscrivez-vous à une démonstration en ligne gratuite : https://lnkd.in/eCyT-7pN hashtag#SmartBiotech hashtag#BonnesPratiquesDeFabrication hashtag#ConformitéGMP hashtag#SécuritéEnProduction hashtag#Biotech",2024-11-26 12:00:00,7,0,1,tutoriel
116,Zavier ADOME,https://www.linkedin.com/in/zavier-adome-3b22b8316?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAFAiazYBm9g9zw64rJ9LEsCTx-PacgLkG_8,"Premier Tutoriel : Découverte de SolidWorks & CAO !🖥️ Je viens de publier mon premier tutoriel dédié aux passionnés de conception technique ! Voici les thèmes clés abordés : ✅ I. Introduction à SolidWorks : Présentation de l’outil incontournable pour la modélisation 3D. ✅ II. CAO décrypté: Que signifie vraiment Conception Assistée par Ordinateur ? ✅ III. Les logiciels stars : SolidWorks, AutoCAD, Fusion 360, CATIA… Lequel choisir ? ✅ IV. Fichier SolidWorks craqué= Virus ? 🦠 Explications sur les risques des téléchargements non officiels. ✅ V. Quelle version installer ? Guide pour sélectionner la configuration adaptée à votre PC. Prochain épisode : Comment télécharger et installer SolidWorks (sans virus !) 👉 Pour qui ? Débutants en CAO, étudiants en ingénierie, ou curieux de la modélisation 3D ! 🔗 Restez connectés pour ne pas manquer la suite ! Voulez vous le lien Drive du tuto ?hashtag#BrillerSurLinkedInEn30Jourshashtag#LinkedInFamilyChallengehashtag#CAO hashtag#SolidWorks hashtag#Ingénierie hashtag#Formation hashtag#3D hashtag#LinkedInLearning",2025-03-26 12:00:00,14,4,0,tutoriel
117,Kristina Gudim 🛸,https://www.linkedin.com/in/kristina-gudim?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAmMzNUBRSHaRtht3xwwkD6CyIK0XLkz9co,"💡 Pourquoi faire simple quand on peut tout compliquer ?On veut des interfaces épurées, des services automatisés, des parcours fluides. Tout doit être user-friendly, effortless, presque invisible. Mais à force de vouloir masquer la complexité, on la déplace… ailleurs. Derrière des menus cachés, des algorithmes opaques, des systèmes impossibles à comprendre sans hotline et trois tutoriels YouTube.Qui n’a jamais vécu le grand moment de solitude face à une plateforme « intuitive » qui vous fait regretter le bon vieux formulaire papier ? Bref, simplifier, c’est bien. Mais encore faut-il savoir jusqu’où.J’en parle ici 👇 hashtag#UX hashtag#Design",2025-03-26 12:00:00,14,0,0,tutoriel
118,Mohamed B.,https://www.linkedin.com/in/moh3b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADZZ0esB2q4MVWU3Mh2N69KwSNfMRKppWi0,"🚀 Modélisation d’une poutre en béton armé sous flexion avec Abaqus ! 🔍Dans ce tutoriel, je vous guide pas à pas dans l’intégration des armatures en acier dans une poutre en béton afin d’améliorer sa résistance et sa ductilité. 💡🔹 Objectif : Comprendre l’interaction béton-acier et son impact mécanique 🔹 Méthodologie : Définition des propriétés matérielles, assemblage, maillage et analyse des résultats 🔹 Résultats : Comparaison béton seul vs béton armé (redistribution des contraintes, ductilité accrue)🎯 Applications : Conception de structures, validation numérique et optimisation du ferraillageVous avez déjà testé ce type de modélisation ? Partagez vos expériences en commentaire ! ⬇️🔗 hashtag#Abaqus hashtag#BétonArmé hashtag#FEA hashtag#IngénierieStructurelle hashtag#GénieCivil hashtag#SimulationNumérique",2025-03-26 12:00:00,15,0,0,tutoriel
119,Alphonse AFFO,https://www.linkedin.com/in/alphonse-g-affo-motivateur?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACRjJbUB4T1ey0YpoLJ2ppUKfxohsWPl8So,"Si tu as un emploi que tu comptes quitter bientôt parce que tu te sens sous-valorisé et donc sous-payé, reste régulier. Dis-toi que tu es en ""stage"" pour ta prochaine destination, et surtout, quand tu as du temps libre, utilise leur wifi pour te former.La pire erreur, c’est de se plaindre constamment d’un boulot que l’on n’est pas prêt à quitter tout de suite. Autant chercher les raisons de tirer parti de ce job, même un peu.Ma recommandation pour toi : considère ce travail comme un tremplin vers le meilleur auquel tu aspires. Lors de mes séminaires, je recommande souvent de rester au bureau tard si c’est possible, jusqu’à 20h voire 22h. Pendant que tout le monde part, forme-toi en ligne, explore des contenus instructifs, regarde des tutoriels. Apprends chaque jour un peu plus.J’ai expérimenté cela et je sais de quoi je parle. Je peux te dire qu’ExploitsMotivation est né de cette pratique. Je savais que ce boulot était passager et que d’ici la fin de l’année, je déposerais mon tablier, mais je profitais de chaque opportunité pour grandir.Tout vient à point. Même dans les situations les plus difficiles, il y a une opportunité à saisir. Alors, si tu te trouves dans un emploi qui ne te rémunère pas comme tu le souhaiterais, ne te décourage pas. Utilise chaque instant pour investir en toi.Je te souhaite de prendre la vie du bon côté, et surtout, une bonne semaine à toi________________________𝐍𝐨𝐮𝐬 𝐬𝐨𝐦𝐦𝐞𝐬 𝐥𝐚̀ pour vous 𝐚𝐢𝐝𝐞𝐫 𝐚̀ 🚀𝐝𝐞́𝐩𝐚𝐬𝐬𝐞𝐫 𝐯𝐨𝐬 𝐥𝐢𝐦𝐢𝐭𝐞𝐬, transformer vos idées en opportunités et propulser votre passion vers le succès en ligne. Ensemble, nous allons créer une vie où la liberté financière et l’épanouissement personnel ne sont plus des rêves, mais votre réalité. 🔥hashtag#reussir hashtag#dogital hashtag#reseauxsociaux hashtag#marketingdigital hashtag#RéussiteDurable hashtag#SuccèsPersonnel hashtag#DéveloppementPersonnel hashtag#apprende hashtag#MotivationQuotidienne hashtag#ValeursPersonnelles hashtag#Persévérance hashtag#Leadership hashtag#ObjectifsDeVie hashtag#connaissance hashtag#IntelligenceFinancière hashtag#Inspiration hashtag#MindsetPositif hashtag#ConfianceEnSoi hashtag#Ambition hashtag#alphonseAFFO hashtag#motivation hashtag#exploitsmotivation",2025-02-24 12:00:00,8,1,0,tutoriel
120,Kumullus,https://www.linkedin.com/company/kumullussmartconnectedvideo/posts,"Bonjour à tous ! Ici l'équipe Customer Office de Kumullus qui reprend le contrôle de ce fil d'actualité 👽📺Aujourd'hui, nous sortons le deuxième numéro de Kumullus News ! 📰Dans cette newsletter bimensuelle, vous retrouverez toutes les dernières évolutions fonctionnelles de la plateforme, nos futurs évènements, ainsi que toutes nos astuces et tutoriels pour vous aider à créer des modules de formation plus engageants.Et cette semaine, on commence fort avec une nouvelle cible interactive disponible sur K.Air 💥Abonnez-vous pour ne pas manquer les prochains numéros ! 🔔",2024-11-26 12:00:00,5,0,0,tutoriel
121,Jérôme XAVIER,https://www.linkedin.com/in/jeromexavier?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAD-22YBNNh0zsYajNKGzB5zaX660-HZzTQ,"TUTO GeoradarInterprétation de radargrammes GPR avec le logiciel GeolitixCe tutoriel est consacré à l'interprétation et au pointé d'épaisseurs et d'interfaces dans des radargrammes issus de radars de structures, et à l'export des résultats pour obtenir des statistiques et des cartographies.Téléchargez la donnée gratuite (lien dans l'article) et suivez pas à pas le tutoriel ! Une question ? Vous souhaitez une démonstration en ligne des possibilités du logiciel ? Contactez-moi ! hashtag#MDSLab hashtag#georadar hashtag#GPR",2025-03-26 12:00:00,26,1,0,tutoriel
